transaction_id,order_id,customer_id,merchant_id,amount_paise,currency,payment_method,gateway,created_at,completed_at,outcome,loss_flag,loss_amount,loss_type
TX_42_3054_9191,ORD_TX_42_3054_9191,CUST_247595_1673,MERCH_99480_84,531966,INR,CARD,G1,2023-08-30 19:32:00,2023-09-01 14:45:22.695838,SUCCESS,False,0,
TX_42_3055_2363,ORD_TX_42_3055_2363,CUST_163037_858,MERCH_58984_18,166482,INR,CARD,G3,2023-12-08 22:44:00,2023-12-11 21:05:25.609045,SUCCESS,False,0,
TX_42_3056_9422,ORD_TX_42_3056_9422,CUST_145186_388,MERCH_13343_86,340258,INR,UPI,G2,2023-06-26 05:36:00,2023-06-27 16:41:29.334085,SUCCESS,False,0,
TX_42_3057_6171,ORD_TX_42_3057_6171,CUST_296416_1508,MERCH_64886_1,229178,INR,UPI,G2,2023-12-06 15:06:00,2023-12-09 02:24:03.108434,SUCCESS,False,0,
TX_42_3060_2127,ORD_TX_42_3060_2127,CUST_517567_1726,MERCH_44698_43,142044,INR,WALLET,G2,2023-03-03 19:58:00,2023-03-03 20:01:12.072627,FAILED,False,0,
TX_42_3061_9391,ORD_TX_42_3061_9391,CUST_307990_338,MERCH_12693_30,235357,INR,UPI,G3,2023-01-23 03:55:00,2023-01-25 15:39:51.190157,SUCCESS,False,0,
TX_42_3062_1848,ORD_TX_42_3062_1848,CUST_545864_565,MERCH_83523_81,408357,INR,UPI,G4,2023-08-14 05:29:00,2023-08-15 12:22:57.049397,SUCCESS,False,0,
TX_42_3063_9637,ORD_TX_42_3063_9637,CUST_119870_46,MERCH_55758_13,229741,INR,NETBANKING,G1,2023-09-24 15:50:00,2023-09-26 00:37:38.558324,SUCCESS,False,0,
TX_42_3064_7948,ORD_TX_42_3064_7948,CUST_394923_707,MERCH_88832_89,109744,INR,UPI,G2,2023-04-01 05:34:00,2023-04-03 03:34:07.387548,SUCCESS,False,0,
TX_42_3065_7315,ORD_TX_42_3065_7315,CUST_609346_1278,MERCH_48304_97,207680,INR,UPI,G1,2023-02-17 11:25:00,2023-02-20 01:56:09.056700,SUCCESS,False,0,
TX_42_3066_2643,ORD_TX_42_3066_2643,CUST_302747_1299,MERCH_88657_75,254401,INR,UPI,G4,2023-04-06 09:25:00,2023-04-08 18:07:00.385399,SUCCESS,False,0,
TX_42_3067_3659,ORD_TX_42_3067_3659,CUST_129725_945,MERCH_37350_99,539538,INR,CARD,G1,2023-07-09 18:52:00,2023-07-11 18:53:04.366248,SUCCESS,True,539538,REFUND_ERROR
TX_42_3068_4310,ORD_TX_42_3068_4310,CUST_327645_215,MERCH_47157_42,378512,INR,CARD,G2,2023-05-11 00:18:00,2023-05-13 13:29:22.944086,SUCCESS,False,0,
TX_42_3069_7582,ORD_TX_42_3069_7582,CUST_838464_1746,MERCH_12693_30,228145,INR,CARD,G1,2023-10-13 12:23:00,2023-10-16 05:12:50.742216,SUCCESS,False,0,
TX_42_3071_2010,ORD_TX_42_3071_2010,CUST_295877_1520,MERCH_56175_85,312629,INR,WALLET,G1,2023-10-07 18:06:00,2023-10-08 23:52:05.508493,SUCCESS,False,0,
TX_42_3072_5469,ORD_TX_42_3072_5469,CUST_884192_1630,MERCH_52642_52,472998,INR,NETBANKING,G2,2023-10-16 19:04:00,2023-10-16 19:05:57.311824,FAILED,False,0,
TX_42_3073_8105,ORD_TX_42_3073_8105,CUST_807116_489,MERCH_18571_17,139704,INR,CARD,G2,2023-06-01 20:20:00,2023-06-04 16:59:40.394766,SUCCESS,False,0,
TX_42_3074_7263,ORD_TX_42_3074_7263,CUST_566755_1772,MERCH_89309_24,159124,INR,CARD,G2,2023-06-27 22:46:00,2023-06-29 15:29:00.500859,SUCCESS,False,0,
TX_42_3075_1167,ORD_TX_42_3075_1167,CUST_302747_1299,MERCH_64886_1,170543,INR,UPI,G2,2023-06-28 00:23:00,2023-06-29 10:41:26.590457,SUCCESS,False,0,
TX_42_3076_1178,ORD_TX_42_3076_1178,CUST_570435_1724,MERCH_10301_65,324353,INR,NETBANKING,G2,2023-08-11 04:28:00,2023-08-14 06:11:02.989994,SUCCESS,False,0,
TX_42_3077_8373,ORD_TX_42_3077_8373,CUST_879446_989,MERCH_95616_38,588546,INR,CARD,G3,2023-01-16 10:39:00,2023-01-18 22:30:48.672150,SUCCESS,False,0,
TX_42_3078_3394,ORD_TX_42_3078_3394,CUST_322320_373,MERCH_26364_94,371460,INR,NETBANKING,G1,2023-10-11 03:21:00,2023-10-11 03:21:37.111870,FAILED,False,0,
TX_42_3079_1241,ORD_TX_42_3079_1241,CUST_389768_1072,MERCH_26371_50,67997,INR,CARD,G2,2023-11-13 02:52:00,2023-11-15 07:03:17.682229,SUCCESS,False,0,
TX_42_3080_2441,ORD_TX_42_3080_2441,CUST_679518_606,MERCH_54262_32,471979,INR,WALLET,G1,2023-09-13 22:41:00,2023-09-15 07:16:05.599090,SUCCESS,False,0,
TX_42_3081_9219,ORD_TX_42_3081_9219,CUST_571027_922,MERCH_10301_65,480167,INR,CARD,G4,2023-09-29 13:20:00,2023-10-01 00:31:04.055915,SUCCESS,False,0,
TX_42_3082_9530,ORD_TX_42_3082_9530,CUST_151374_1477,MERCH_80091_59,196855,INR,CARD,G3,2023-10-12 04:30:00,2023-10-14 20:14:20.815310,SUCCESS,False,0,
TX_42_3083_3933,ORD_TX_42_3083_3933,CUST_346726_296,MERCH_78840_36,133166,INR,UPI,G1,2023-09-23 19:22:00,2023-09-26 01:51:33.839969,SUCCESS,False,0,
TX_42_3084_6259,ORD_TX_42_3084_6259,CUST_195556_1691,MERCH_53919_90,228897,INR,CARD,G1,2023-02-23 16:08:00,2023-02-26 13:43:58.616827,SUCCESS,False,0,
TX_42_3085_7357,ORD_TX_42_3085_7357,CUST_279208_34,MERCH_66661_77,76278,INR,NETBANKING,G2,2023-08-13 11:26:00,2023-08-16 09:32:18.287421,SUCCESS,False,0,
TX_42_3086_5537,ORD_TX_42_3086_5537,CUST_960563_610,MERCH_10854_39,152242,INR,NETBANKING,G2,2023-12-06 06:48:00,2023-12-09 00:37:26.486088,SUCCESS,False,0,
TX_42_3088_4522,ORD_TX_42_3088_4522,CUST_870044_320,MERCH_54262_32,415943,INR,CARD,G2,2023-10-12 17:41:00,2023-10-15 04:35:25.207875,SUCCESS,False,0,
TX_42_3089_3015,ORD_TX_42_3089_3015,CUST_344839_951,MERCH_32662_21,52823,INR,CARD,G4,2023-06-26 00:00:00,2023-06-26 00:03:15.156423,FAILED,False,0,
TX_42_3090_4247,ORD_TX_42_3090_4247,CUST_216421_183,MERCH_59115_95,324481,INR,UPI,G3,2023-11-16 04:19:00,2023-11-19 04:52:03.348347,SUCCESS,False,0,
TX_42_3091_5379,ORD_TX_42_3091_5379,CUST_336094_1906,MERCH_87505_56,175526,INR,CARD,G4,2023-09-30 12:46:00,2023-10-01 17:04:50.944707,SUCCESS,False,0,
TX_42_3092_3356,ORD_TX_42_3092_3356,CUST_909956_101,MERCH_89309_24,158947,INR,UPI,G2,2023-11-01 15:02:00,2023-11-02 20:35:03.897014,SUCCESS,False,0,
TX_42_3093_9243,ORD_TX_42_3093_9243,CUST_486821_617,MERCH_47157_42,373963,INR,UPI,G2,2023-07-05 05:10:00,2023-07-07 14:47:14.715315,SUCCESS,False,0,
TX_42_3094_6813,ORD_TX_42_3094_6813,CUST_865418_953,MERCH_15600_62,122374,INR,UPI,G1,2023-08-15 17:54:00,2023-08-17 08:29:38.661434,SUCCESS,False,0,
TX_42_3095_3572,ORD_TX_42_3095_3572,CUST_846434_907,MERCH_69040_53,103531,INR,UPI,G2,2023-08-24 19:51:00,2023-08-27 10:33:58.416360,SUCCESS,False,0,
TX_42_3096_1375,ORD_TX_42_3096_1375,CUST_511597_235,MERCH_58984_18,125326,INR,CARD,G2,2023-06-09 22:35:00,2023-06-11 21:19:03.166999,SUCCESS,True,125326,REFUND_ERROR
TX_42_3097_4472,ORD_TX_42_3097_4472,CUST_930914_50,MERCH_10206_25,108455,INR,UPI,G1,2023-02-27 03:32:00,2023-03-02 03:10:03.618500,SUCCESS,False,0,
TX_42_3098_2998,ORD_TX_42_3098_2998,CUST_480172_1883,MERCH_12693_30,242187,INR,UPI,G2,2023-04-23 10:08:00,2023-04-24 21:41:17.894328,SUCCESS,False,0,
TX_42_3100_8914,ORD_TX_42_3100_8914,CUST_878493_1602,MERCH_59115_95,296828,INR,CARD,G2,2023-02-03 13:31:00,2023-02-06 00:39:22.543111,SUCCESS,False,0,
TX_42_3101_9577,ORD_TX_42_3101_9577,CUST_114995_1971,MERCH_92798_16,160035,INR,UPI,G1,2023-09-11 16:22:00,2023-09-13 18:52:34.333732,SUCCESS,False,0,
TX_42_3102_4671,ORD_TX_42_3102_4671,CUST_817406_562,MERCH_83969_9,178267,INR,UPI,G3,2023-03-17 15:43:00,2023-03-19 21:26:44.476578,SUCCESS,False,0,
TX_42_3103_2527,ORD_TX_42_3103_2527,CUST_105901_822,MERCH_54131_2,67764,INR,UPI,G1,2023-01-23 22:00:00,2023-01-26 21:42:23.865469,SUCCESS,False,0,
TX_42_3104_6780,ORD_TX_42_3104_6780,CUST_700541_1544,MERCH_13343_86,327278,INR,WALLET,G3,2023-01-17 02:45:00,2023-01-18 15:00:11.979081,SUCCESS,False,0,
TX_42_3105_3277,ORD_TX_42_3105_3277,CUST_610736_129,MERCH_10301_65,372829,INR,CARD,G1,2023-08-17 02:56:00,2023-08-20 03:21:20.298390,SUCCESS,False,0,
TX_42_3106_6262,ORD_TX_42_3106_6262,CUST_472598_1100,MERCH_18571_17,126384,INR,NETBANKING,G2,2023-09-06 22:02:00,2023-09-06 22:06:35.204083,FAILED,False,0,
TX_42_3107_8164,ORD_TX_42_3107_8164,CUST_464359_586,MERCH_42606_14,146840,INR,UPI,G2,2023-10-14 05:11:00,2023-10-16 18:07:03.196178,SUCCESS,False,0,
TX_42_3108_3871,ORD_TX_42_3108_3871,CUST_382844_1588,MERCH_90077_11,424066,INR,WALLET,G1,2023-08-22 07:26:00,2023-08-24 17:02:12.525204,SUCCESS,False,0,
TX_42_3109_6476,ORD_TX_42_3109_6476,CUST_912853_1327,MERCH_23545_35,224770,INR,UPI,G3,2023-05-30 22:07:00,2023-06-02 16:54:08.291661,SUCCESS,False,0,
TX_42_3110_9331,ORD_TX_42_3110_9331,CUST_232311_658,MERCH_60015_26,305406,INR,CARD,G1,2023-10-30 21:35:00,2023-10-30 21:38:32.256881,FAILED,False,0,
TX_42_3113_3334,ORD_TX_42_3113_3334,CUST_186724_1933,MERCH_82369_96,423478,INR,UPI,G3,2023-06-26 00:24:00,2023-06-28 05:30:17.095800,SUCCESS,False,0,
TX_42_3114_6363,ORD_TX_42_3114_6363,CUST_232212_1326,MERCH_33289_93,306164,INR,CARD,G2,2023-01-05 06:23:00,2023-01-08 05:31:02.476720,SUCCESS,False,0,
TX_42_3115_5089,ORD_TX_42_3115_5089,CUST_378466_1798,MERCH_14014_69,286584,INR,UPI,G3,2023-11-16 08:36:00,2023-11-17 21:51:55.371575,SUCCESS,False,0,
TX_42_3116_6559,ORD_TX_42_3116_6559,CUST_412863_1646,MERCH_55758_13,240327,INR,UPI,G3,2023-04-14 03:26:00,2023-04-15 17:47:29.321548,SUCCESS,False,0,
TX_42_3118_1180,ORD_TX_42_3118_1180,CUST_683609_609,MERCH_10854_39,111528,INR,UPI,G1,2023-11-11 18:16:00,2023-11-14 17:04:40.933248,SUCCESS,False,0,
TX_42_3119_4293,ORD_TX_42_3119_4293,CUST_858761_1820,MERCH_11016_15,291941,INR,UPI,G1,2023-07-24 10:35:00,2023-07-25 19:54:53.946831,SUCCESS,False,0,
TX_42_3120_2850,ORD_TX_42_3120_2850,CUST_809913_179,MERCH_89909_60,438005,INR,CARD,G2,2023-12-09 00:20:00,2023-12-10 05:35:22.309845,SUCCESS,False,0,
TX_42_3121_6785,ORD_TX_42_3121_6785,CUST_277912_1320,MERCH_20647_72,294959,INR,NETBANKING,G1,2023-08-28 03:05:00,2023-08-30 06:06:23.317872,SUCCESS,False,0,
TX_42_3122_5271,ORD_TX_42_3122_5271,CUST_280448_200,MERCH_10301_65,566410,INR,CARD,G2,2023-08-18 05:34:00,2023-08-19 16:07:29.921559,SUCCESS,False,0,
TX_42_3123_3640,ORD_TX_42_3123_3640,CUST_499371_1483,MERCH_96027_98,81093,INR,WALLET,G2,2023-09-03 21:43:00,2023-09-03 21:45:44.453142,FAILED,False,0,
TX_42_3126_7788,ORD_TX_42_3126_7788,CUST_179973_700,MERCH_40306_49,481474,INR,UPI,G2,2023-01-23 20:22:00,2023-01-26 15:29:50.428628,SUCCESS,False,0,
TX_42_3127_3977,ORD_TX_42_3127_3977,CUST_893719_464,MERCH_54262_32,288433,INR,CARD,G2,2023-05-04 19:32:00,2023-05-04 19:34:50.863008,FAILED,False,0,
TX_42_3129_6854,ORD_TX_42_3129_6854,CUST_792797_1256,MERCH_53525_64,544279,INR,CARD,G2,2023-08-30 02:14:00,2023-09-01 22:13:47.274537,SUCCESS,False,0,
TX_42_3130_6319,ORD_TX_42_3130_6319,CUST_109078_580,MERCH_82369_96,321379,INR,UPI,G3,2023-09-27 05:39:00,2023-09-28 21:05:11.176487,SUCCESS,False,0,
TX_42_3131_7233,ORD_TX_42_3131_7233,CUST_698357_776,MERCH_93104_4,300636,INR,UPI,G4,2023-03-17 15:05:00,2023-03-18 23:34:53.301191,SUCCESS,False,0,
TX_42_3132_5668,ORD_TX_42_3132_5668,CUST_452365_1999,MERCH_83744_63,146624,INR,CARD,G1,2023-10-10 15:16:00,2023-10-12 23:30:49.947509,SUCCESS,False,0,
TX_42_3133_8378,ORD_TX_42_3133_8378,CUST_982470_1212,MERCH_92798_16,164194,INR,CARD,G2,2023-12-05 01:51:00,2023-12-08 03:47:58.182249,SUCCESS,False,0,
TX_42_3134_4371,ORD_TX_42_3134_4371,CUST_469836_1451,MERCH_54262_32,379001,INR,NETBANKING,G1,2023-11-21 18:20:00,2023-11-24 12:48:19.333592,SUCCESS,False,0,
TX_42_3135_9336,ORD_TX_42_3135_9336,CUST_380852_1066,MERCH_95616_38,579595,INR,UPI,G4,2023-02-09 04:02:00,2023-02-11 14:56:30.970678,SUCCESS,False,0,
TX_42_3136_7127,ORD_TX_42_3136_7127,CUST_750443_1695,MERCH_45222_22,232610,INR,CARD,G1,2023-04-17 20:59:00,2023-04-19 05:45:34.361578,SUCCESS,False,0,
TX_42_3137_2007,ORD_TX_42_3137_2007,CUST_899289_539,MERCH_82369_96,412844,INR,UPI,G1,2023-12-06 19:04:00,2023-12-08 19:58:19.493116,SUCCESS,False,0,
TX_42_3138_3257,ORD_TX_42_3138_3257,CUST_508376_1983,MERCH_30932_51,206861,INR,CARD,G1,2023-10-04 12:05:00,2023-10-05 18:28:57.423983,SUCCESS,False,0,
TX_42_3139_1210,ORD_TX_42_3139_1210,CUST_254626_1454,MERCH_69735_3,151674,INR,UPI,G1,2023-05-17 11:59:00,2023-05-19 12:35:34.063910,SUCCESS,False,0,
TX_42_3140_2393,ORD_TX_42_3140_2393,CUST_279767_1425,MERCH_26371_50,107985,INR,NETBANKING,G3,2023-05-25 18:18:00,2023-05-28 12:50:07.750705,SUCCESS,False,0,
TX_42_3141_5312,ORD_TX_42_3141_5312,CUST_669383_1595,MERCH_32399_58,197403,INR,CARD,G2,2023-05-16 18:45:00,2023-05-18 06:34:30.621200,SUCCESS,False,0,
TX_42_3142_8059,ORD_TX_42_3142_8059,CUST_576111_1976,MERCH_96027_98,111215,INR,CARD,G1,2023-10-20 13:20:00,2023-10-21 20:13:28.329119,SUCCESS,False,0,
TX_42_3144_7666,ORD_TX_42_3144_7666,CUST_935825_1779,MERCH_11016_15,559229,INR,UPI,G1,2023-06-20 21:06:00,2023-06-23 10:29:51.874898,SUCCESS,False,0,
TX_42_3145_5426,ORD_TX_42_3145_5426,CUST_381696_1674,MERCH_33289_93,209926,INR,CARD,G4,2023-03-28 16:26:00,2023-03-29 21:15:49.880768,SUCCESS,False,0,
TX_42_3146_5577,ORD_TX_42_3146_5577,CUST_973559_325,MERCH_99480_84,601184,INR,UPI,G1,2023-07-15 18:33:00,2023-07-17 07:09:39.257593,SUCCESS,False,0,
TX_42_3147_9671,ORD_TX_42_3147_9671,CUST_428821_1270,MERCH_93104_4,202602,INR,UPI,G2,2023-09-04 14:32:00,2023-09-23 15:51:17.718398,SUCCESS,True,202602,CHARGEBACK
TX_42_3148_6552,ORD_TX_42_3148_6552,CUST_924837_1524,MERCH_92018_55,199969,INR,UPI,G2,2023-05-26 18:10:00,2023-05-28 03:51:54.586634,SUCCESS,False,0,
TX_42_3149_3949,ORD_TX_42_3149_3949,CUST_162021_1640,MERCH_31959_34,247827,INR,UPI,G2,2023-07-28 13:15:00,2023-07-31 03:37:32.934679,SUCCESS,False,0,
TX_42_3150_5987,ORD_TX_42_3150_5987,CUST_845466_1005,MERCH_55017_70,350815,INR,CARD,G1,2023-05-19 16:48:00,2023-05-22 09:41:22.468319,SUCCESS,False,0,
TX_42_3151_4510,ORD_TX_42_3151_4510,CUST_415014_1485,MERCH_87505_56,150472,INR,CARD,G4,2023-02-09 23:44:00,2023-02-11 18:04:51.963846,SUCCESS,False,0,
TX_42_3152_4217,ORD_TX_42_3152_4217,CUST_277912_1320,MERCH_11016_15,263086,INR,UPI,G3,2023-09-07 01:40:00,2023-09-07 01:40:54.379028,FAILED,False,0,
TX_42_3153_3351,ORD_TX_42_3153_3351,CUST_687275_1099,MERCH_32399_58,154892,INR,WALLET,G1,2023-02-10 22:23:00,2023-02-14 01:30:21.769911,SUCCESS,False,0,
TX_42_3154_7155,ORD_TX_42_3154_7155,CUST_250575_1347,MERCH_80316_73,191175,INR,UPI,G1,2023-02-02 07:15:00,2023-02-03 23:53:14.639470,SUCCESS,True,191175,PAYMENT_STATE_DIVERGENCE
TX_42_3155_8216,ORD_TX_42_3155_8216,CUST_988036_947,MERCH_44698_43,84880,INR,NETBANKING,G2,2023-03-05 01:48:00,2023-03-06 21:07:44.631998,SUCCESS,False,0,
TX_42_3156_3325,ORD_TX_42_3156_3325,CUST_588972_501,MERCH_83969_9,152433,INR,CARD,G1,2023-07-14 14:15:00,2023-07-16 23:24:27.643030,SUCCESS,False,0,
TX_42_3157_6845,ORD_TX_42_3157_6845,CUST_256222_1101,MERCH_72752_91,53827,INR,CARD,G1,2023-05-21 18:52:00,2023-05-24 16:20:55.152228,SUCCESS,False,0,
TX_42_3158_9852,ORD_TX_42_3158_9852,CUST_992027_474,MERCH_80467_41,162480,INR,UPI,G3,2023-05-14 14:18:00,2023-05-16 00:34:30.980818,SUCCESS,False,0,
TX_42_3160_3275,ORD_TX_42_3160_3275,CUST_136668_144,MERCH_66250_45,512740,INR,UPI,G1,2023-11-16 10:00:00,2023-11-17 21:34:58.011170,SUCCESS,False,0,
TX_42_3162_7367,ORD_TX_42_3162_7367,CUST_157775_987,MERCH_96027_98,114402,INR,CARD,G1,2023-07-02 02:54:00,2023-07-04 21:58:29.585794,SUCCESS,False,0,
TX_42_3164_6114,ORD_TX_42_3164_6114,CUST_988544_1239,MERCH_33289_93,405967,INR,WALLET,G1,2023-05-19 10:53:00,2023-05-19 10:54:22.671876,FAILED,False,0,
TX_42_3165_5218,ORD_TX_42_3165_5218,CUST_515384_919,MERCH_26371_50,92458,INR,CARD,G1,2023-01-24 01:48:00,2023-01-27 02:08:23.757299,SUCCESS,False,0,
TX_42_3166_3127,ORD_TX_42_3166_3127,CUST_911804_1539,MERCH_52941_31,478532,INR,UPI,G1,2023-10-18 16:53:00,2023-10-19 21:07:16.333508,SUCCESS,False,0,
TX_42_3167_4611,ORD_TX_42_3167_4611,CUST_519139_687,MERCH_58984_18,100892,INR,CARD,G2,2023-09-06 03:49:00,2023-09-08 04:02:23.828490,SUCCESS,False,0,
TX_42_3168_4341,ORD_TX_42_3168_4341,CUST_455540_63,MERCH_69150_6,142237,INR,CARD,G2,2023-11-11 15:27:00,2023-11-14 16:33:01.799135,SUCCESS,False,0,
TX_42_3169_1257,ORD_TX_42_3169_1257,CUST_891542_964,MERCH_83969_9,126529,INR,CARD,G1,2023-01-23 03:34:00,2023-01-24 11:36:02.524926,SUCCESS,False,0,
TX_42_3170_7206,ORD_TX_42_3170_7206,CUST_914886_1392,MERCH_68335_80,255260,INR,UPI,G1,2023-05-29 07:33:00,2023-05-31 18:41:15.558923,SUCCESS,False,0,
TX_42_3171_9079,ORD_TX_42_3171_9079,CUST_982766_1070,MERCH_32662_21,89488,INR,CARD,G2,2023-10-09 23:43:00,2023-10-12 12:15:05.311019,SUCCESS,False,0,
TX_42_3173_9401,ORD_TX_42_3173_9401,CUST_633636_31,MERCH_55758_13,233761,INR,WALLET,G1,2023-11-11 12:35:00,2023-11-13 03:59:54.977354,SUCCESS,False,0,
TX_42_3175_5607,ORD_TX_42_3175_5607,CUST_245016_961,MERCH_22666_20,128420,INR,WALLET,G3,2023-11-18 20:04:00,2023-11-20 06:57:54.140843,SUCCESS,False,0,
TX_42_3176_2393,ORD_TX_42_3176_2393,CUST_948692_1715,MERCH_63351_54,81568,INR,UPI,G1,2023-01-27 20:41:00,2023-01-29 16:31:05.649561,SUCCESS,False,0,
TX_42_3178_5287,ORD_TX_42_3178_5287,CUST_586799_1025,MERCH_88832_89,110520,INR,CARD,G2,2023-07-03 09:22:00,2023-07-04 13:41:43.171162,SUCCESS,False,0,
TX_42_3179_5321,ORD_TX_42_3179_5321,CUST_317215_346,MERCH_52941_31,425284,INR,CARD,G3,2023-09-19 07:51:00,2023-09-20 17:46:37.967282,SUCCESS,False,0,
TX_42_3180_6762,ORD_TX_42_3180_6762,CUST_244353_508,MERCH_51606_8,456737,INR,CARD,G1,2023-12-13 15:09:00,2023-12-16 17:46:34.601832,SUCCESS,False,0,
TX_42_3181_1550,ORD_TX_42_3181_1550,CUST_244528_103,MERCH_58190_19,262953,INR,CARD,G1,2023-10-14 16:05:00,2023-10-17 18:07:10.637425,SUCCESS,False,0,
TX_42_3182_5595,ORD_TX_42_3182_5595,CUST_537940_1476,MERCH_69735_3,114422,INR,UPI,G1,2023-09-23 02:56:00,2023-09-25 06:27:20.545120,SUCCESS,False,0,
TX_42_3183_1724,ORD_TX_42_3183_1724,CUST_266892_1232,MERCH_20965_23,119424,INR,WALLET,G4,2023-07-02 05:20:00,2023-07-04 22:11:48.275173,SUCCESS,False,0,
TX_42_3185_4311,ORD_TX_42_3185_4311,CUST_924945_3,MERCH_32399_58,156901,INR,UPI,G1,2023-04-21 17:35:00,2023-04-24 00:45:30.699442,SUCCESS,False,0,
TX_42_3186_2065,ORD_TX_42_3186_2065,CUST_776746_1222,MERCH_26364_94,250434,INR,NETBANKING,G3,2023-12-01 16:36:00,2023-12-02 21:03:12.608336,SUCCESS,False,0,
TX_42_3187_2804,ORD_TX_42_3187_2804,CUST_447697_547,MERCH_93211_37,198962,INR,UPI,G2,2023-10-21 04:05:00,2023-10-24 03:01:04.130382,SUCCESS,False,0,
TX_42_3188_1059,ORD_TX_42_3188_1059,CUST_964141_117,MERCH_55758_13,205721,INR,UPI,G2,2023-05-27 09:30:00,2023-05-29 22:27:53.534229,SUCCESS,False,0,
TX_42_3189_6336,ORD_TX_42_3189_6336,CUST_473220_167,MERCH_78840_36,96588,INR,CARD,G2,2023-10-12 20:07:00,2023-10-14 23:58:19.042191,SUCCESS,False,0,
TX_42_3190_8440,ORD_TX_42_3190_8440,CUST_901480_384,MERCH_93211_37,196605,INR,NETBANKING,G1,2023-05-20 20:38:00,2023-05-22 08:30:37.629146,SUCCESS,False,0,
TX_42_3191_3588,ORD_TX_42_3191_3588,CUST_998792_574,MERCH_48304_97,243736,INR,UPI,G1,2023-08-24 16:36:00,2023-08-25 23:41:10.915971,SUCCESS,False,0,
TX_42_3192_8381,ORD_TX_42_3192_8381,CUST_407747_1020,MERCH_58190_19,394670,INR,UPI,G3,2023-09-21 14:01:00,2023-09-24 02:10:48.823127,SUCCESS,False,0,
TX_42_3193_7614,ORD_TX_42_3193_7614,CUST_807755_1266,MERCH_26371_50,93896,INR,UPI,G2,2023-09-04 23:28:00,2023-09-07 11:34:03.789387,SUCCESS,False,0,
TX_42_3195_9694,ORD_TX_42_3195_9694,CUST_689421_1898,MERCH_10206_25,61168,INR,WALLET,G3,2023-02-28 14:59:00,2023-03-02 06:47:27.169209,SUCCESS,False,0,
TX_42_3197_8537,ORD_TX_42_3197_8537,CUST_819979_1704,MERCH_59115_95,270449,INR,UPI,G2,2023-08-25 01:01:00,2023-08-26 10:24:28.718604,SUCCESS,False,0,
TX_42_3198_5294,ORD_TX_42_3198_5294,CUST_254626_1454,MERCH_32662_21,107026,INR,CARD,G2,2023-10-19 00:00:00,2023-10-21 07:24:34.650092,SUCCESS,False,0,
TX_42_3199_3282,ORD_TX_42_3199_3282,CUST_352388_1995,MERCH_86429_74,186667,INR,CARD,G2,2023-06-06 18:22:00,2023-06-09 17:53:26.810718,SUCCESS,False,0,
TX_42_3200_8863,ORD_TX_42_3200_8863,CUST_521818_884,MERCH_23545_35,186265,INR,UPI,G4,2023-02-23 22:04:00,2023-02-26 15:26:17.509050,SUCCESS,False,0,
TX_42_3201_3697,ORD_TX_42_3201_3697,CUST_998332_1800,MERCH_95616_38,483821,INR,CARD,G1,2023-09-24 21:48:00,2023-09-26 20:04:53.219620,SUCCESS,False,0,
TX_42_3203_6947,ORD_TX_42_3203_6947,CUST_983096_1470,MERCH_48467_57,254662,INR,NETBANKING,G4,2023-10-27 01:38:00,2023-10-29 07:18:41.527464,SUCCESS,False,0,
TX_42_3204_1006,ORD_TX_42_3204_1006,CUST_374907_98,MERCH_37350_99,612495,INR,NETBANKING,G1,2023-04-16 14:37:00,2023-04-19 03:50:44.529439,SUCCESS,False,0,
TX_42_3206_5182,ORD_TX_42_3206_5182,CUST_396141_656,MERCH_76105_68,160987,INR,CARD,G3,2023-04-27 19:35:00,2023-04-29 23:19:47.248519,SUCCESS,False,0,
TX_42_3207_5697,ORD_TX_42_3207_5697,CUST_843859_1628,MERCH_35945_83,405190,INR,CARD,G2,2023-05-20 16:28:00,2023-05-23 01:58:41.452600,SUCCESS,False,0,
TX_42_3208_7560,ORD_TX_42_3208_7560,CUST_655689_741,MERCH_12693_30,193847,INR,WALLET,G1,2023-04-03 15:07:00,2023-04-05 23:58:50.324304,SUCCESS,False,0,
TX_42_3210_2437,ORD_TX_42_3210_2437,CUST_248702_904,MERCH_44698_43,154930,INR,UPI,G1,2023-07-25 08:10:00,2023-07-27 16:35:42.714668,SUCCESS,False,0,
TX_42_3211_8558,ORD_TX_42_3211_8558,CUST_951007_1954,MERCH_14014_69,249721,INR,CARD,G1,2023-05-18 18:57:00,2023-05-20 15:30:55.470713,SUCCESS,False,0,
TX_42_3212_3127,ORD_TX_42_3212_3127,CUST_348683_47,MERCH_76105_68,145929,INR,UPI,G4,2023-02-12 18:36:00,2023-02-14 02:05:05.038749,SUCCESS,False,0,
TX_42_3213_4436,ORD_TX_42_3213_4436,CUST_592750_1901,MERCH_66886_7,386808,INR,CARD,G3,2023-09-28 00:03:00,2023-09-30 19:15:24.702435,SUCCESS,False,0,
TX_42_3214_7889,ORD_TX_42_3214_7889,CUST_984315_534,MERCH_35945_83,467681,INR,UPI,G1,2023-10-19 17:54:00,2023-10-22 15:28:07.627119,SUCCESS,False,0,
TX_42_3215_5557,ORD_TX_42_3215_5557,CUST_997767_765,MERCH_10206_25,116167,INR,WALLET,G1,2023-09-07 08:34:00,2023-09-09 01:11:54.264299,SUCCESS,False,0,
TX_42_3217_9672,ORD_TX_42_3217_9672,CUST_201376_678,MERCH_10206_25,73782,INR,WALLET,G2,2023-06-25 17:29:00,2023-06-27 13:48:49.511725,SUCCESS,False,0,
