transaction_id,retry_count,failed_attempt_count,time_to_webhook,amount_paise,gateway,payment_method
TX_42_2446_1587,0,0,7.093428,137421,G3,UPI
TX_42_2447_7616,0,0,4.935595,175722,G3,UPI
TX_42_2448_2164,0,0,8.750711,402768,G1,WALLET
TX_42_2449_3139,0,0,8.178938,190645,G3,CARD
TX_42_244_4644,0,0,6.31995,154499,G2,UPI
TX_42_2450_6976,0,0,7.927851,320281,G4,UPI
TX_42_2451_4892,0,0,5.670538,311829,G4,CARD
TX_42_2452_4086,1,1,77.970219,109431,G1,UPI
TX_42_2453_6365,0,0,7.50502,128664,G3,UPI
TX_42_2456_2612,0,0,6.769897,460909,G2,WALLET
TX_42_2457_8246,0,0,7.117154,275910,G2,WALLET
TX_42_2458_1045,0,0,8.444041,99679,G3,UPI
TX_42_2459_6874,0,0,7.150091,114587,G4,UPI
TX_42_245_5568,0,0,7.333422,273589,G4,UPI
TX_42_2460_9014,0,0,7.771177,213263,G3,NETBANKING
TX_42_2461_1620,0,0,9.345221,195194,G2,UPI
TX_42_2463_2724,0,0,7.372219,460178,G4,WALLET
TX_42_2464_8194,0,0,9.118615,92642,G1,CARD
TX_42_2465_8742,0,0,6.395046,220000,G3,UPI
TX_42_2466_6735,0,0,7.15394,310785,G1,CARD
TX_42_2467_8271,0,0,8.483015,437249,G2,NETBANKING
TX_42_2468_8888,0,0,7.26198,187913,G3,WALLET
TX_42_2469_5755,0,0,7.597202,194693,G1,UPI
TX_42_246_2359,0,0,6.142028,448118,G1,CARD
TX_42_2470_7396,1,1,26.652485,337991,G2,NETBANKING
TX_42_2471_2405,0,0,5.392542,287566,G2,UPI
TX_42_2472_5399,0,0,4.996258,75615,G1,NETBANKING
TX_42_2473_2197,0,0,4.399545,188071,G1,CARD
TX_42_2474_4798,1,1,189.103332,139117,G2,UPI
TX_42_2475_7423,1,1,35.191101,404977,G2,UPI
TX_42_2476_5337,0,0,5.114528,197287,G1,CARD
TX_42_2477_2281,0,0,6.70083,320185,G1,UPI
TX_42_247_9650,0,0,4.221689,409128,G4,CARD
TX_42_2480_9582,0,0,6.353873,293442,G3,UPI
TX_42_2481_9183,0,0,6.879787,205393,G1,UPI
TX_42_2483_2307,0,0,6.005634,486295,G1,UPI
TX_42_2486_2360,0,0,7.474946,378667,G2,NETBANKING
TX_42_2487_5734,0,0,7.352591,532647,G2,NETBANKING
TX_42_2488_5752,0,0,5.886603,116294,G3,CARD
TX_42_2489_9993,1,1,210.439035,408886,G2,UPI
TX_42_248_7709,0,0,4.823534,365915,G2,UPI
TX_42_2490_1364,0,0,5.280983,178750,G2,NETBANKING
TX_42_2491_9156,0,0,8.283736,99006,G2,UPI
TX_42_2492_2511,0,0,7.015208,168790,G1,WALLET
TX_42_2495_9574,0,0,7.224017,408507,G1,UPI
TX_42_2496_2781,0,0,10.171654,399417,G2,UPI
TX_42_2498_3949,0,0,6.826771,263253,G3,UPI
TX_42_249_8641,0,0,7.427596,601508,G1,UPI
TX_42_24_8483,0,0,9.01048,105248,G1,UPI
TX_42_2500_3480,0,0,9.817921,324714,G1,NETBANKING
TX_42_2501_4263,0,0,9.697721,372104,G1,CARD
TX_42_2503_6800,0,0,7.549176,510206,G3,WALLET
TX_42_2504_3542,0,0,8.123112,419251,G1,CARD
TX_42_2505_6612,0,0,11.031147,436722,G2,WALLET
TX_42_2506_2137,0,0,9.818443,245234,G3,UPI
TX_42_2507_1379,0,0,4.532086,414331,G3,WALLET
TX_42_2509_4845,0,0,8.166498,243355,G2,UPI
TX_42_250_1556,0,0,6.465853,195320,G2,UPI
TX_42_2510_1978,0,0,6.77819,486620,G1,UPI
TX_42_2511_7652,0,0,6.952096,613606,G4,UPI
TX_42_2512_4778,1,1,150.785244,497550,G1,CARD
TX_42_2514_5786,0,0,10.211543,142789,G2,NETBANKING
TX_42_2515_9423,0,0,7.827171,282582,G2,CARD
TX_42_2516_1269,0,0,6.562025,214236,G3,WALLET
TX_42_2517_9964,0,0,6.358518,416676,G1,UPI
TX_42_2518_7654,0,0,7.660567,328112,G2,UPI
TX_42_2519_8543,1,1,70.887547,420847,G2,UPI
TX_42_251_2986,0,0,7.888569,288393,G3,CARD
TX_42_2520_8417,0,0,8.334937,166802,G1,CARD
TX_42_2522_8579,0,0,5.328442,564785,G4,UPI
TX_42_2523_6840,1,1,118.632558,380206,G2,UPI
TX_42_2524_8487,1,1,193.43988,161770,G3,NETBANKING
TX_42_2525_6770,0,0,8.404882,90534,G1,UPI
TX_42_2526_8238,0,0,4.989331,115083,G2,CARD
TX_42_2527_7492,0,0,5.565734,416368,G4,UPI
TX_42_2528_5896,1,1,264.750742,232951,G2,CARD
TX_42_2529_3907,1,1,55.410313,238249,G1,UPI
TX_42_252_5483,0,0,7.721929,249206,G1,NETBANKING
TX_42_2530_3073,0,0,10.338563,417793,G1,CARD
TX_42_2532_1671,0,0,9.742314,520549,G3,UPI
TX_42_2533_3162,0,0,6.51233,373820,G1,UPI
TX_42_2534_3216,0,0,6.788922,409909,G4,UPI
TX_42_2535_7873,1,1,208.213656,185014,G1,CARD
TX_42_2536_6847,0,0,5.611944,320946,G1,UPI
TX_42_2537_5494,0,0,6.013137,412798,G1,UPI
TX_42_2539_8922,0,0,5.655359,187720,G3,CARD
TX_42_253_4218,0,0,10.661024,465375,G3,CARD
TX_42_2540_3890,1,1,283.465043,562547,G1,UPI
TX_42_2541_3545,0,0,7.58773,118171,G2,UPI
TX_42_2542_5938,0,0,5.543687,466898,G1,UPI
TX_42_2543_5600,0,0,5.054572,388393,G2,CARD
TX_42_2544_6265,0,0,5.877963,281873,G3,UPI
TX_42_2545_2286,0,0,7.032157,110748,G1,UPI
TX_42_2546_4115,0,0,6.674691,219164,G2,UPI
TX_42_254_6790,0,0,6.468188,214639,G2,CARD
TX_42_2550_5105,0,0,6.772412,57271,G3,CARD
TX_42_2551_8157,0,0,6.558223,351207,G3,UPI
TX_42_2553_9735,1,1,165.672349,405945,G1,UPI
TX_42_2554_2978,0,0,5.980199,246225,G1,WALLET
TX_42_2555_8297,1,1,70.901226,313719,G3,CARD
TX_42_2556_1302,0,0,7.955617,489823,G1,CARD
TX_42_255_8287,0,0,5.446583,181505,G3,UPI
TX_42_2560_8937,0,0,7.672954,69971,G2,CARD
TX_42_2561_7748,0,0,5.796222,179975,G3,UPI
TX_42_2562_6171,0,0,8.425851,203757,G4,UPI
TX_42_2563_9886,0,0,6.843757,450209,G2,WALLET
TX_42_2564_6092,0,0,9.178583,205129,G3,WALLET
TX_42_2565_3697,0,0,8.945683,146759,G3,UPI
TX_42_2566_7090,0,0,6.055371,440464,G2,NETBANKING
TX_42_2567_4177,0,0,7.9255759999999995,284750,G2,WALLET
TX_42_2568_3584,0,0,7.21346,225207,G3,CARD
TX_42_2569_1369,0,0,7.087735,144951,G1,CARD
TX_42_256_1929,0,0,6.489623,169319,G1,CARD
TX_42_2570_3115,0,0,4.074397,257384,G3,NETBANKING
TX_42_2571_5105,0,0,5.231886,215202,G2,UPI
TX_42_2572_3398,0,0,8.217341,314614,G1,NETBANKING
TX_42_2573_6392,0,0,9.186841,380549,G3,UPI
TX_42_2574_9988,0,0,8.364769,228953,G2,UPI
TX_42_2576_7395,1,1,202.902585,276903,G3,CARD
TX_42_2577_7315,0,0,3.063945,81178,G3,CARD
TX_42_2580_6746,0,0,5.335488,235717,G4,NETBANKING
TX_42_2581_5385,1,1,76.772914,585870,G3,UPI
TX_42_2582_3043,0,0,7.260432,135673,G1,UPI
TX_42_2583_1157,0,0,7.426834,101369,G2,UPI
TX_42_2584_3385,0,0,5.292965,87838,G3,UPI
TX_42_2585_3600,0,0,6.341951,263257,G1,UPI
TX_42_2586_4904,0,0,6.755027,154970,G4,CARD
TX_42_2588_6390,0,0,8.085937,421711,G3,CARD
TX_42_258_1897,0,0,4.877895,366198,G3,CARD
TX_42_2590_2972,0,0,7.179926,425457,G3,UPI
TX_42_2592_1886,0,0,3.821056,370977,G3,UPI
TX_42_2593_3794,0,0,4.483135,218536,G1,UPI
TX_42_2594_1957,0,0,7.46681,214752,G1,CARD
TX_42_2595_3305,1,1,65.943519,159225,G1,UPI
TX_42_2596_2542,0,0,6.833913,115994,G1,CARD
TX_42_2597_4201,0,0,8.889194,290591,G4,UPI
TX_42_2598_2200,0,0,7.185021,273582,G3,CARD
TX_42_2599_1969,0,0,7.83352,154000,G1,UPI
TX_42_25_4561,0,0,6.889133,280430,G1,UPI
TX_42_2600_2488,1,1,179.806576,219244,G1,UPI
TX_42_2602_5127,0,0,6.165228,240302,G1,UPI
TX_42_2603_3940,0,0,9.453637,386274,G3,UPI
TX_42_2604_6992,0,0,5.188563,331087,G3,NETBANKING
TX_42_2605_4184,1,1,291.195151,420524,G1,UPI
TX_42_2606_1970,0,0,5.653741,422847,G1,CARD
TX_42_2607_3576,0,0,5.434923,132056,G3,CARD
TX_42_2608_8881,0,0,4.660812,161461,G1,UPI
TX_42_2609_9227,0,0,8.799727,438737,G2,UPI
TX_42_260_5099,1,1,62.22935,388944,G2,UPI
TX_42_2610_2531,0,0,7.354518,362416,G4,UPI
TX_42_2611_9572,0,0,8.721265,386378,G3,CARD
TX_42_2612_1342,0,0,4.353211,47108,G2,UPI
TX_42_2613_4103,0,0,8.014737,120936,G1,UPI
TX_42_2614_1640,0,0,6.531039,196689,G3,WALLET
TX_42_2615_6933,0,0,3.158731,411272,G1,NETBANKING
TX_42_2616_2925,0,0,7.601224,89972,G2,WALLET
TX_42_2617_9514,0,0,6.364223,342883,G1,CARD
TX_42_2618_8008,0,0,7.734565,284039,G4,CARD
TX_42_2620_3899,1,1,28.231517,367172,G2,CARD
TX_42_2622_3751,1,1,36.058693,130205,G1,UPI
TX_42_2624_5373,0,0,8.556817,383801,G1,UPI
TX_42_2625_7991,0,0,7.076286,402404,G4,UPI
TX_42_2626_2920,0,0,8.859523,118191,G1,CARD
TX_42_2627_3314,0,0,7.351503,159539,G4,UPI
TX_42_2628_7023,0,0,8.30271,491528,G2,CARD
TX_42_2629_2527,0,0,7.6306270000000005,82550,G3,WALLET
TX_42_262_9399,0,0,8.515711,104542,G1,NETBANKING
TX_42_2630_9417,0,0,9.987678,440110,G1,NETBANKING
TX_42_2632_8645,0,0,3.089522,432330,G1,UPI
TX_42_2633_9452,0,0,6.84798,106966,G1,UPI
TX_42_2635_3058,0,0,7.950196,63724,G2,CARD
TX_42_2636_7872,0,0,7.976856,234770,G3,WALLET
TX_42_2637_1926,0,0,4.69414,130491,G2,UPI
TX_42_2638_7818,1,1,263.979545,166843,G1,UPI
TX_42_2639_6765,0,0,8.053573,383100,G1,UPI
TX_42_263_4409,0,0,9.974077,496001,G1,WALLET
TX_42_2640_4116,0,0,4.67507,142794,G2,UPI
TX_42_2641_4096,0,0,4.573539,171907,G1,UPI
TX_42_2642_4774,1,1,72.979817,223536,G2,UPI
TX_42_2643_5107,1,1,181.663606,84237,G1,CARD
TX_42_2646_2557,0,0,6.325736,483672,G2,UPI
TX_42_2647_2751,0,0,7.384672,311080,G4,CARD
TX_42_2648_9419,0,0,7.901852,114313,G4,NETBANKING
TX_42_2649_7737,0,0,3.649607,144763,G1,CARD
TX_42_264_8829,1,1,181.326369,349737,G4,WALLET
TX_42_2650_6045,0,0,6.9281690000000005,509476,G2,UPI
TX_42_2651_6927,0,0,6.411538,207097,G3,CARD
TX_42_2652_3971,0,0,5.566765,165476,G2,CARD
TX_42_2653_4277,0,0,7.251681,391164,G3,UPI
TX_42_2654_6770,0,0,7.019234,125464,G4,UPI
TX_42_2656_8851,0,0,5.893032,141938,G2,WALLET
TX_42_2657_6035,0,0,7.186433,159212,G3,NETBANKING
TX_42_2658_1649,0,0,7.02173,150387,G1,NETBANKING
TX_42_2659_5177,0,0,9.600468,280757,G2,CARD
TX_42_265_3273,0,0,7.829796,426361,G3,NETBANKING
TX_42_2660_2350,0,0,5.226381,175427,G1,NETBANKING
TX_42_2661_6493,0,0,6.450506,369256,G3,CARD
TX_42_2662_6411,0,0,9.114821,167884,G1,UPI
TX_42_2663_3154,0,0,8.377886,194835,G1,UPI
TX_42_2664_8892,0,0,5.815594,49850,G2,WALLET
TX_42_2665_9882,0,0,6.5887270000000004,326142,G3,UPI
TX_42_2669_7335,0,0,6.006831,67389,G1,CARD
TX_42_2672_3258,0,0,3.763454,203269,G3,UPI
TX_42_2673_5653,0,0,6.10656,276551,G3,CARD
TX_42_2675_5245,0,0,9.833336,288885,G3,NETBANKING
TX_42_2676_9027,0,0,9.191552,157660,G1,UPI
TX_42_2677_8101,0,0,7.480203,130712,G2,CARD
TX_42_2678_6913,0,0,5.691544,337005,G3,UPI
TX_42_2679_4516,0,0,8.662036,257642,G1,UPI
TX_42_267_8678,0,0,7.172526,164191,G2,UPI
TX_42_2680_4982,0,0,7.824098,125391,G1,CARD
TX_42_2681_1786,0,0,9.89106,249055,G3,WALLET
TX_42_2683_8622,0,0,8.632390000000001,327040,G1,WALLET
TX_42_2684_1584,0,0,8.494504,355185,G3,UPI
TX_42_2685_6750,1,1,271.728569,470565,G1,UPI
TX_42_2686_2148,1,1,216.341949,59809,G2,UPI
TX_42_2687_6132,1,1,91.204249,128086,G1,UPI
TX_42_2688_7183,0,0,5.770398,408470,G3,UPI
TX_42_2689_6452,1,1,217.327071,515613,G1,UPI
TX_42_2690_5708,0,0,9.325927,178921,G2,CARD
TX_42_2691_5832,0,0,5.560167,173905,G4,NETBANKING
TX_42_2692_9236,0,0,6.379037,130366,G1,CARD
TX_42_2694_2578,0,0,9.839199,449503,G3,CARD
TX_42_2695_6739,0,0,8.623819,265769,G4,CARD
TX_42_2696_3068,0,0,6.390466,426970,G4,WALLET
TX_42_2697_2154,0,0,8.36358,90716,G2,CARD
TX_42_2698_3672,0,0,7.36389,403280,G4,UPI
TX_42_2699_8398,0,0,4.858498,92449,G1,WALLET
TX_42_269_1329,0,0,7.265707,74522,G1,NETBANKING
TX_42_26_7197,0,0,5.75319,135377,G1,CARD
TX_42_2700_7435,0,0,7.300155,420304,G3,CARD
TX_42_2701_2400,0,0,4.545532,422931,G2,CARD
TX_42_2702_5904,1,1,264.934514,102830,G1,UPI
TX_42_2703_5843,0,0,5.958726,72489,G2,UPI
TX_42_2704_4237,0,0,6.982738,398858,G2,WALLET
TX_42_2705_7839,0,0,7.906129,176552,G2,UPI
TX_42_2706_6574,0,0,4.559347,353073,G1,CARD
TX_42_2707_8774,0,0,6.304521,236846,G2,UPI
TX_42_2709_1850,0,0,5.608201,311328,G2,UPI
TX_42_270_4670,0,0,4.723243,298378,G2,NETBANKING
TX_42_2710_8462,0,0,7.736697,397099,G1,UPI
TX_42_2711_4562,0,0,9.239218,220903,G1,CARD
TX_42_2712_8654,0,0,6.355035,498994,G3,CARD
TX_42_2713_7912,0,0,6.510682,476896,G2,UPI
TX_42_2714_8201,0,0,5.008856,153668,G1,UPI
TX_42_2715_1321,1,1,84.291967,328595,G1,CARD
TX_42_2716_6238,0,0,5.862706,514977,G2,UPI
TX_42_2718_3963,0,0,10.452425999999999,457191,G3,UPI
TX_42_2719_8381,0,0,4.8664380000000005,312268,G3,CARD
TX_42_271_2329,1,1,159.840614,148351,G1,CARD
TX_42_2720_2718,0,0,7.615422,367363,G1,WALLET
TX_42_2721_3662,0,0,5.022107,122720,G1,CARD
TX_42_2723_9908,0,0,8.72106,325283,G3,UPI
TX_42_2724_7298,0,0,7.6565069999999995,120585,G1,UPI
TX_42_2725_7429,0,0,7.826315,184437,G1,UPI
TX_42_2726_8297,0,0,8.137663,53937,G4,UPI
TX_42_2727_2820,0,0,7.598353,85450,G1,CARD
TX_42_2728_7163,0,0,8.465594,458367,G1,CARD
TX_42_2729_3023,0,0,6.5984490000000005,211126,G3,UPI
TX_42_2731_3807,0,0,8.343902,445765,G3,CARD
TX_42_2732_1197,0,0,7.586994,191257,G2,UPI
TX_42_2733_8627,0,0,6.753106,99994,G2,UPI
TX_42_2734_8181,0,0,9.160354,423994,G1,CARD
TX_42_2735_1915,1,1,228.375101,329296,G3,WALLET
TX_42_2736_9914,0,0,6.835507,51180,G2,NETBANKING
TX_42_2737_6586,0,0,6.534254,129949,G4,NETBANKING
TX_42_2738_7728,0,0,8.515639,356080,G2,UPI
TX_42_2739_3901,0,0,5.219574,338438,G3,UPI
TX_42_273_2340,0,0,7.454366,354779,G4,CARD
TX_42_2740_7158,0,0,8.370665,202670,G1,WALLET
TX_42_2741_1641,1,1,142.232353,294472,G1,CARD
TX_42_2743_6484,0,0,7.8729130000000005,485998,G2,UPI
TX_42_2745_7780,0,0,5.697025,507924,G2,CARD
TX_42_2746_7945,1,1,247.820129,112915,G2,UPI
TX_42_2747_1697,0,0,8.1369,484336,G3,CARD
TX_42_2748_8505,1,1,179.122262,498118,G1,UPI
TX_42_2749_3012,0,0,6.147732,161484,G4,WALLET
TX_42_274_9494,0,0,9.697405,302460,G1,WALLET
TX_42_2751_8753,0,0,8.01299,440008,G1,CARD
TX_42_2752_3661,0,0,6.70598,73419,G4,NETBANKING
TX_42_2754_9363,0,0,6.1247489999999996,36945,G1,WALLET
TX_42_2756_7596,0,0,7.854751,104861,G3,UPI
TX_42_2757_3111,0,0,7.398673,312942,G2,UPI
TX_42_2758_9935,0,0,3.188008,214562,G2,CARD
TX_42_2759_4220,0,0,5.185829,134951,G2,CARD
TX_42_275_1430,0,0,5.054918,154767,G2,UPI
TX_42_2760_1717,0,0,5.814797,340744,G2,CARD
TX_42_2761_1560,0,0,7.200234,169215,G3,UPI
TX_42_2762_8379,1,1,85.95186,282337,G1,WALLET
TX_42_2763_5550,0,0,8.022112,398688,G3,CARD
TX_42_2764_1819,0,0,6.424449,362071,G3,UPI
TX_42_2765_1586,1,1,159.547207,496068,G2,UPI
TX_42_2768_5438,0,0,8.7536,224530,G3,NETBANKING
TX_42_2769_4329,1,1,259.658845,261490,G2,WALLET
TX_42_276_6558,0,0,6.453165,133006,G3,UPI
TX_42_2771_5830,0,0,4.218647,402087,G3,WALLET
TX_42_2772_2532,0,0,3.925427,149236,G3,WALLET
TX_42_2773_9902,0,0,6.625586,265720,G4,UPI
TX_42_2774_5187,0,0,9.479975,223635,G3,WALLET
TX_42_2775_6755,0,0,5.972527,383939,G1,UPI
TX_42_2776_6191,0,0,8.526264,370426,G3,NETBANKING
TX_42_2777_3969,0,0,7.624919,95503,G2,UPI
TX_42_2778_9929,0,0,8.67132,38341,G2,NETBANKING
TX_42_2779_5307,0,0,5.207777,134859,G3,UPI
TX_42_2780_8687,0,0,8.009957,134687,G2,UPI
TX_42_2781_3723,0,0,9.724999,387615,G4,CARD
TX_42_2782_3240,1,1,29.060231,217184,G2,CARD
TX_42_2783_2259,0,0,8.374853,530569,G2,CARD
TX_42_2784_3269,0,0,6.2436679999999996,198097,G1,UPI
TX_42_2785_4409,0,0,5.560736,258105,G2,UPI
TX_42_2786_7276,0,0,8.71806,306585,G1,UPI
TX_42_2787_6874,0,0,4.778526,83901,G1,NETBANKING
TX_42_2789_9996,0,0,4.774896,406767,G4,NETBANKING
TX_42_278_9216,0,0,7.424718,367958,G1,CARD
TX_42_2790_7231,0,0,6.999408,100284,G1,UPI
TX_42_2792_6715,0,0,8.601499,153825,G3,UPI
TX_42_2793_7147,0,0,7.645375,363420,G1,CARD
TX_42_2795_7992,1,1,106.400643,111392,G1,UPI
TX_42_2798_7701,0,0,5.487536,194617,G2,CARD
TX_42_2799_9874,0,0,9.421294,418384,G3,UPI
TX_42_27_3330,0,0,6.216113,501037,G4,UPI
TX_42_2800_1826,0,0,10.24064,238783,G3,CARD
TX_42_2801_6401,0,0,7.550946,293545,G1,UPI
TX_42_2802_9810,0,0,7.748579,296076,G1,NETBANKING
TX_42_2804_7616,0,0,8.15799,472372,G4,UPI
TX_42_2805_5680,1,1,190.094831,106710,G3,UPI
TX_42_2806_3748,0,0,6.625414,528920,G1,CARD
TX_42_2807_8009,0,0,4.474419,192615,G3,NETBANKING
TX_42_2808_5858,0,0,8.630279999999999,86342,G2,CARD
TX_42_2809_8898,0,0,8.629962,288227,G1,WALLET
TX_42_280_1889,0,0,7.777264,341838,G2,UPI
TX_42_2811_9811,0,0,7.207059,553918,G2,UPI
TX_42_2813_4903,0,0,4.332243,241208,G3,UPI
TX_42_2814_7390,0,0,7.328047,115332,G1,UPI
TX_42_2815_4538,0,0,7.431236,450258,G1,UPI
TX_42_2816_1557,0,0,7.608831,193067,G3,UPI
TX_42_2817_4939,1,1,95.380943,380318,G2,WALLET
TX_42_2818_8021,0,0,9.663237,402367,G4,CARD
TX_42_2819_5532,0,0,5.479501,123512,G3,UPI
TX_42_281_3415,0,0,4.92722,191903,G2,UPI
TX_42_2820_8963,0,0,8.508984,229412,G2,UPI
TX_42_2821_7677,0,0,6.26436,254633,G3,UPI
TX_42_2822_5261,0,0,8.015195,163154,G1,WALLET
TX_42_2824_7674,0,0,5.867042,153170,G3,UPI
TX_42_2825_2747,0,0,8.086512,328422,G1,CARD
TX_42_2826_2211,0,0,5.72433,154094,G3,UPI
TX_42_2827_2791,0,0,6.082003,271401,G2,UPI
TX_42_2828_1343,0,0,6.906815,287816,G4,UPI
TX_42_2829_1677,0,0,7.6597,495601,G1,CARD
TX_42_282_9047,0,0,6.996996,290427,G2,NETBANKING
TX_42_2831_5534,0,0,7.939535,328579,G3,NETBANKING
TX_42_2833_1049,0,0,6.178132,321484,G1,CARD
TX_42_2834_4510,0,0,8.968307,230549,G1,CARD
TX_42_2835_9038,0,0,8.072395,187268,G1,CARD
TX_42_2836_3966,0,0,6.043364,215102,G1,UPI
TX_42_2837_7470,1,1,150.099204,500409,G1,WALLET
TX_42_2838_3530,0,0,10.696107,293030,G1,CARD
TX_42_2839_9682,0,0,6.671187,364242,G2,WALLET
TX_42_283_9015,1,1,217.161177,142942,G1,UPI
TX_42_2841_7883,0,0,6.712016,245122,G3,CARD
TX_42_2842_6469,0,0,6.562149,323411,G1,CARD
TX_42_2843_6355,0,0,5.407201,50304,G1,NETBANKING
TX_42_2846_8773,0,0,5.228083,353254,G1,WALLET
TX_42_2847_3675,0,0,5.084913,400712,G2,NETBANKING
TX_42_2848_8077,0,0,7.296534,297997,G1,UPI
TX_42_284_8218,1,1,174.432362,282175,G2,UPI
TX_42_2850_6147,0,0,8.214147,453019,G2,CARD
TX_42_2851_3593,0,0,8.10754,455233,G2,UPI
TX_42_2852_2636,0,0,7.437127,118291,G1,UPI
TX_42_2853_8147,0,0,6.884663,122291,G1,UPI
TX_42_2854_5179,0,0,4.805977,208869,G4,NETBANKING
TX_42_2855_6476,0,0,5.854461,80174,G3,UPI
TX_42_2856_9587,0,0,8.104717,238646,G2,WALLET
TX_42_2857_2242,0,0,6.076242,396611,G1,NETBANKING
TX_42_2858_1028,0,0,4.9904150000000005,78736,G2,UPI
TX_42_2859_8197,0,0,6.529104,167893,G2,UPI
TX_42_2860_1312,0,0,5.896669,334760,G3,UPI
TX_42_2861_3435,1,1,45.124951,282451,G1,CARD
TX_42_2862_9581,0,0,5.083494,321589,G3,UPI
TX_42_2863_3984,0,0,6.565314,540742,G4,CARD
TX_42_2864_7797,0,0,11.230563,227781,G1,UPI
TX_42_2865_5582,0,0,6.79029,113354,G2,NETBANKING
TX_42_2866_2644,0,0,6.715902,83531,G1,CARD
TX_42_2868_7441,0,0,7.905945,397661,G3,UPI
TX_42_2869_3254,1,1,255.760438,372473,G1,NETBANKING
TX_42_2870_5094,0,0,8.584213,123551,G1,UPI
TX_42_2871_6634,0,0,9.564053,254245,G4,CARD
TX_42_2872_9520,0,0,8.06588,115587,G1,UPI
TX_42_2873_6369,0,0,5.701199,155407,G1,UPI
TX_42_2874_1108,0,0,4.842008,453920,G2,NETBANKING
TX_42_2875_1680,0,0,6.227947,345088,G1,CARD
TX_42_2876_2992,0,0,8.811267,411728,G1,CARD
TX_42_2878_1434,0,0,10.352659,166279,G3,CARD
TX_42_2879_1875,0,0,7.970738,513129,G1,UPI
TX_42_2881_6195,0,0,5.239467,193927,G2,WALLET
TX_42_2882_2302,1,1,95.250919,134564,G1,CARD
TX_42_2884_2383,0,0,8.080157,160212,G1,CARD
TX_42_2885_4788,0,0,7.543405,321213,G1,CARD
TX_42_2886_2806,0,0,7.425286,609379,G2,UPI
TX_42_2887_4961,0,0,4.521204,344765,G4,CARD
TX_42_2888_3254,0,0,7.584242,367837,G3,UPI
TX_42_288_8637,0,0,6.909231,125431,G4,CARD
TX_42_2890_8243,0,0,6.014458,136255,G1,UPI
TX_42_2892_2347,0,0,4.349836,167068,G3,UPI
TX_42_2893_4518,1,1,147.605527,434085,G1,UPI
TX_42_2895_9023,1,1,15.519904,393942,G2,CARD
TX_42_2898_1930,0,0,7.301189,404700,G4,UPI
TX_42_2899_6453,0,0,5.95109,142269,G1,WALLET
TX_42_289_5019,0,0,8.63709,500519,G1,CARD
TX_42_28_3843,0,0,6.109849,248185,G1,UPI
TX_42_2900_3663,0,0,8.692119,560911,G3,UPI
TX_42_2901_5716,0,0,6.449195,73585,G2,NETBANKING
TX_42_2902_6914,1,1,87.21742,157053,G1,UPI
TX_42_2904_9735,0,0,6.107238,561125,G1,UPI
TX_42_2905_5333,0,0,5.271656,86418,G1,UPI
TX_42_2906_1472,0,0,5.226687,154020,G1,CARD
TX_42_2907_1184,0,0,9.488737,382050,G1,WALLET
TX_42_2908_7001,1,1,158.607519,430078,G2,UPI
TX_42_2909_6121,0,0,5.510712,343474,G2,UPI
TX_42_290_2673,0,0,6.822131,127337,G3,UPI
TX_42_2910_6571,0,0,7.250257,65409,G1,CARD
TX_42_2911_3554,0,0,7.459131,326443,G1,CARD
TX_42_2912_3154,0,0,5.844245,442414,G4,NETBANKING
TX_42_2913_9312,0,0,8.743119,295307,G2,UPI
TX_42_2915_7383,0,0,7.7178889999999996,48434,G2,UPI
TX_42_2917_6561,0,0,7.799819,513365,G1,UPI
TX_42_2918_6536,0,0,5.461363,293014,G1,UPI
TX_42_291_1958,0,0,8.257062,101983,G3,UPI
TX_42_2920_5214,0,0,8.968034,312639,G1,NETBANKING
TX_42_2921_7493,0,0,4.989588,65802,G4,CARD
TX_42_2922_8173,0,0,8.332508,51576,G4,UPI
TX_42_2924_8703,0,0,9.579,221282,G2,CARD
TX_42_2925_7572,1,1,21.580703,216508,G2,CARD
TX_42_2926_7100,1,1,240.070524,87296,G2,CARD
TX_42_2927_4203,0,0,6.601331,409540,G2,WALLET
TX_42_2928_5472,0,0,7.811725,192790,G1,CARD
TX_42_2931_9624,0,0,7.919267,80690,G3,CARD
TX_42_2932_3082,0,0,6.535079,180686,G2,UPI
TX_42_2933_7212,0,0,8.239818,169922,G3,CARD
TX_42_2935_1463,0,0,8.756146,369053,G3,UPI
TX_42_2937_5384,0,0,4.154305,195136,G2,UPI
TX_42_2939_3239,1,1,17.459027,405768,G2,CARD
TX_42_293_7192,0,0,7.344271,434495,G1,UPI
TX_42_2941_9829,0,0,9.343819,146839,G3,CARD
TX_42_2942_5144,0,0,7.430092,251914,G2,UPI
TX_42_2944_7057,0,0,7.545483,122649,G1,CARD
TX_42_2945_5172,0,0,10.422985,125019,G1,CARD
TX_42_2946_5454,0,0,7.669782,184946,G1,UPI
TX_42_2948_4629,0,0,6.424892,315691,G1,NETBANKING
TX_42_2949_6783,0,0,7.555757,390443,G3,UPI
TX_42_294_5027,0,0,6.970869,506996,G2,WALLET
TX_42_2952_5677,0,0,7.991484,110430,G2,UPI
TX_42_2953_6737,0,0,7.102283,227138,G1,UPI
TX_42_2954_2719,0,0,8.875318,408005,G2,UPI
TX_42_2955_4732,0,0,7.839822,57477,G2,UPI
TX_42_2959_2068,0,0,5.729415,165059,G3,CARD
TX_42_295_2660,0,0,9.585912,140657,G1,UPI
TX_42_2960_2170,0,0,6.402524,210293,G3,UPI
