transaction_id,lifecycle
TX_42_3842_6336,ORDER_CREATED (03:01:00.000) -> PAYMENT_ATTEMPTED (03:01:01.187) -> AUTHORIZATION_SUCCESS (03:01:05.845) -> CAPTURE_SUCCESS (03:01:06.516) -> WEBHOOK_RECEIVED (03:01:07.059) -> SETTLEMENT_CREATED (07:44:55.329) -> SETTLEMENT_COMPLETED (09:11:33.799)
TX_42_3843_7937,ORDER_CREATED (02:17:00.000) -> PAYMENT_ATTEMPTED (02:17:00.947) -> AUTHORIZATION_SUCCESS (02:17:05.374) -> CAPTURE_SUCCESS (02:17:06.297) -> WEBHOOK_RECEIVED (02:17:08.709) -> SETTLEMENT_CREATED (18:44:05.395) -> SETTLEMENT_COMPLETED (20:57:35.194)
TX_42_3844_5889,ORDER_CREATED (14:04:00.000) -> PAYMENT_ATTEMPTED (14:04:01.695) -> AUTHORIZATION_FAILED (14:04:03.799) -> PAYMENT_RETRIED (14:05:10.751) -> AUTHORIZATION_SUCCESS (14:05:13.926) -> CAPTURE_SUCCESS (14:05:14.783) -> WEBHOOK_RECEIVED (14:05:15.875) -> SETTLEMENT_CREATED (01:21:19.139) -> SETTLEMENT_COMPLETED (04:22:41.181)
TX_42_3845_4079,ORDER_CREATED (05:25:00.000) -> PAYMENT_ATTEMPTED (05:25:02.589) -> AUTHORIZATION_SUCCESS (05:25:05.743) -> CAPTURE_SUCCESS (05:25:06.495) -> WEBHOOK_RECEIVED (05:25:09.005) -> SETTLEMENT_CREATED (13:25:57.478) -> SETTLEMENT_COMPLETED (14:50:17.146)
TX_42_3846_4783,ORDER_CREATED (05:13:00.000) -> PAYMENT_ATTEMPTED (05:13:01.650) -> AUTHORIZATION_SUCCESS (05:13:06.119) -> CAPTURE_SUCCESS (05:13:06.943) -> WEBHOOK_RECEIVED (05:13:08.823) -> SETTLEMENT_CREATED (14:03:35.160) -> SETTLEMENT_COMPLETED (17:55:08.449)
TX_42_3847_8460,ORDER_CREATED (07:00:00.000) -> PAYMENT_ATTEMPTED (07:00:02.471) -> AUTHORIZATION_SUCCESS (07:00:06.663) -> CAPTURE_SUCCESS (07:00:07.370) -> WEBHOOK_RECEIVED (07:00:07.967) -> SETTLEMENT_CREATED (03:45:27.694) -> SETTLEMENT_COMPLETED (06:37:07.098)
TX_42_3849_4104,ORDER_CREATED (21:50:00.000) -> PAYMENT_ATTEMPTED (21:50:00.817) -> AUTHORIZATION_SUCCESS (21:50:05.375) -> CAPTURE_SUCCESS (21:50:06.315) -> WEBHOOK_RECEIVED (21:50:09.075) -> SETTLEMENT_CREATED (11:38:29.827) -> SETTLEMENT_COMPLETED (15:28:05.288)
TX_42_3851_8741,ORDER_CREATED (23:29:00.000) -> PAYMENT_ATTEMPTED (23:29:02.125) -> AUTHORIZATION_SUCCESS (23:29:05.819) -> CAPTURE_SUCCESS (23:29:06.094) -> WEBHOOK_RECEIVED (23:29:08.425) -> SETTLEMENT_CREATED (23:09:59.766) -> SETTLEMENT_COMPLETED (02:25:23.176)
TX_42_3852_2381,ORDER_CREATED (16:46:00.000) -> PAYMENT_ATTEMPTED (16:46:01.347) -> AUTHORIZATION_SUCCESS (16:46:04.313) -> CAPTURE_SUCCESS (16:46:04.765) -> WEBHOOK_RECEIVED (16:46:05.786) -> SETTLEMENT_CREATED (13:34:19.194) -> SETTLEMENT_COMPLETED (14:52:07.268)
TX_42_3853_1813,ORDER_CREATED (15:27:00.000) -> PAYMENT_ATTEMPTED (15:27:01.183) -> AUTHORIZATION_FAILED (15:27:04.603) -> PAYMENT_RETRIED (15:28:03.771) -> AUTHORIZATION_SUCCESS (15:28:07.290) -> CAPTURE_SUCCESS (15:28:07.486) -> WEBHOOK_RECEIVED (15:28:08.094) -> SETTLEMENT_CREATED (14:25:08.383) -> SETTLEMENT_COMPLETED (17:57:55.349)
TX_42_3854_8216,ORDER_CREATED (05:29:00.000) -> PAYMENT_ATTEMPTED (05:29:02.507) -> AUTHORIZATION_SUCCESS (05:29:07.492) -> CAPTURE_SUCCESS (05:29:07.902) -> WEBHOOK_RECEIVED (05:29:09.807) -> SETTLEMENT_CREATED (03:40:07.427) -> SETTLEMENT_COMPLETED (05:39:23.421)
TX_42_3855_4521,ORDER_CREATED (02:36:00.000) -> PAYMENT_ATTEMPTED (02:36:02.117) -> AUTHORIZATION_SUCCESS (02:36:04.263) -> CAPTURE_SUCCESS (02:36:04.910) -> WEBHOOK_RECEIVED (02:36:06.383) -> SETTLEMENT_CREATED (21:24:59.047) -> SETTLEMENT_COMPLETED (23:07:37.750)
TX_42_3858_2006,ORDER_CREATED (09:48:00.000) -> PAYMENT_ATTEMPTED (09:48:02.179) -> AUTHORIZATION_SUCCESS (09:48:04.502) -> CAPTURE_SUCCESS (09:48:04.972) -> WEBHOOK_RECEIVED (09:48:07.913) -> SETTLEMENT_CREATED (15:13:11.322) -> SETTLEMENT_COMPLETED (17:50:25.249)
TX_42_3859_6235,ORDER_CREATED (11:57:00.000) -> PAYMENT_ATTEMPTED (11:57:00.974) -> AUTHORIZATION_SUCCESS (11:57:04.596) -> CAPTURE_SUCCESS (11:57:05.336) -> WEBHOOK_RECEIVED (11:57:08.082) -> SETTLEMENT_CREATED (08:44:47.017) -> SETTLEMENT_COMPLETED (12:39:35.889)
TX_42_3860_6256,ORDER_CREATED (09:39:00.000) -> PAYMENT_ATTEMPTED (09:39:02.039) -> AUTHORIZATION_SUCCESS (09:39:06.146) -> CAPTURE_SUCCESS (09:39:06.307) -> WEBHOOK_RECEIVED (09:39:08.392) -> SETTLEMENT_CREATED (01:54:14.076) -> SETTLEMENT_COMPLETED (05:25:55.263)
TX_42_3861_7982,ORDER_CREATED (10:10:00.000) -> PAYMENT_ATTEMPTED (10:10:00.581) -> AUTHORIZATION_SUCCESS (10:10:05.497) -> CAPTURE_SUCCESS (10:10:06.413) -> WEBHOOK_RECEIVED (10:10:09.324) -> SETTLEMENT_CREATED (13:14:09.078) -> SETTLEMENT_COMPLETED (15:56:54.394)
TX_42_3863_8731,ORDER_CREATED (01:54:00.000) -> PAYMENT_ATTEMPTED (01:54:02.195) -> AUTHORIZATION_SUCCESS (01:54:07.058) -> CAPTURE_SUCCESS (01:54:08.005) -> WEBHOOK_RECEIVED (01:54:10.694) -> SETTLEMENT_CREATED (13:44:11.444) -> SETTLEMENT_COMPLETED (17:31:24.642)
TX_42_3865_9526,ORDER_CREATED (03:17:00.000) -> PAYMENT_ATTEMPTED (03:17:00.662) -> AUTHORIZATION_SUCCESS (03:17:04.251) -> CAPTURE_SUCCESS (03:17:04.712) -> WEBHOOK_RECEIVED (03:17:05.710) -> SETTLEMENT_CREATED (12:11:11.704) -> SETTLEMENT_COMPLETED (15:32:41.064)
TX_42_3867_7386,ORDER_CREATED (03:29:00.000) -> PAYMENT_ATTEMPTED (03:29:00.982) -> AUTHORIZATION_SUCCESS (03:29:02.482) -> CAPTURE_SUCCESS (03:29:03.039) -> WEBHOOK_RECEIVED (03:29:05.256) -> SETTLEMENT_CREATED (22:18:47.386) -> SETTLEMENT_COMPLETED (01:50:12.518)
TX_42_3868_7306,ORDER_CREATED (02:52:00.000) -> PAYMENT_ATTEMPTED (02:52:02.670) -> AUTHORIZATION_SUCCESS (02:52:06.514) -> CAPTURE_SUCCESS (02:52:06.885) -> WEBHOOK_RECEIVED (02:52:08.029) -> SETTLEMENT_CREATED (02:00:01.848) -> SETTLEMENT_COMPLETED (04:10:30.074)
TX_42_3869_4374,ORDER_CREATED (23:20:00.000) -> PAYMENT_ATTEMPTED (23:20:01.546) -> AUTHORIZATION_SUCCESS (23:20:06.459) -> CAPTURE_SUCCESS (23:20:07.070) -> WEBHOOK_RECEIVED (23:20:08.955) -> SETTLEMENT_CREATED (18:12:41.118) -> SETTLEMENT_COMPLETED (21:04:28.899)
TX_42_386_6486,ORDER_CREATED (05:09:00.000) -> PAYMENT_ATTEMPTED (05:09:02.117) -> AUTHORIZATION_SUCCESS (05:09:04.828) -> CAPTURE_SUCCESS (05:09:05.788) -> WEBHOOK_RECEIVED (05:09:06.825) -> SETTLEMENT_CREATED (16:28:50.626) -> SETTLEMENT_COMPLETED (19:09:04.546)
TX_42_3870_3095,ORDER_CREATED (23:46:00.000) -> PAYMENT_ATTEMPTED (23:46:01.865) -> AUTHORIZATION_FAILED (23:46:11.465) -> PAYMENT_RETRIED (23:50:11.417) -> PAYMENT_FAILED (23:50:12.647) -> WEBHOOK_RECEIVED (23:50:14.364)
TX_42_3871_7216,ORDER_CREATED (00:16:00.000) -> PAYMENT_ATTEMPTED (00:16:02.757) -> AUTHORIZATION_SUCCESS (00:16:07.118) -> CAPTURE_SUCCESS (00:16:07.334) -> WEBHOOK_RECEIVED (00:16:09.618) -> SETTLEMENT_CREATED (11:51:56.177) -> SETTLEMENT_COMPLETED (14:54:12.264)
TX_42_3872_6899,ORDER_CREATED (01:24:00.000) -> PAYMENT_ATTEMPTED (01:24:01.343) -> AUTHORIZATION_SUCCESS (01:24:05.603) -> CAPTURE_SUCCESS (01:24:06.147) -> WEBHOOK_RECEIVED (01:24:08.283) -> SETTLEMENT_CREATED (01:24:54.924) -> SETTLEMENT_COMPLETED (03:12:19.203)
TX_42_3873_7948,ORDER_CREATED (22:56:00.000) -> PAYMENT_ATTEMPTED (22:56:02.902) -> AUTHORIZATION_FAILED (22:56:05.467) -> PAYMENT_RETRIED (22:58:20.887) -> AUTHORIZATION_SUCCESS (22:58:23.761) -> CAPTURE_SUCCESS (22:58:24.004) -> WEBHOOK_RECEIVED (22:58:25.776) -> SETTLEMENT_CREATED (14:05:59.472) -> SETTLEMENT_COMPLETED (16:16:08.920)
TX_42_3874_9830,ORDER_CREATED (11:52:00.000) -> PAYMENT_ATTEMPTED (11:52:00.882) -> AUTHORIZATION_SUCCESS (11:52:02.656) -> CAPTURE_SUCCESS (11:52:02.766) -> WEBHOOK_RECEIVED (11:52:04.245) -> SETTLEMENT_CREATED (09:39:57.705) -> SETTLEMENT_COMPLETED (12:58:31.920)
TX_42_3875_6666,ORDER_CREATED (05:12:00.000) -> PAYMENT_ATTEMPTED (05:12:00.919) -> AUTHORIZATION_FAILED (05:12:07.541) -> PAYMENT_RETRIED (05:14:07.667) -> AUTHORIZATION_SUCCESS (05:14:09.662) -> CAPTURE_SUCCESS (05:14:10.633) -> WEBHOOK_RECEIVED (05:14:11.796) -> SETTLEMENT_CREATED (16:41:26.100) -> SETTLEMENT_COMPLETED (19:58:34.189)
TX_42_3876_3102,ORDER_CREATED (15:11:00.000) -> PAYMENT_ATTEMPTED (15:11:01.630) -> AUTHORIZATION_SUCCESS (15:11:04.579) -> CAPTURE_SUCCESS (15:11:05.413) -> WEBHOOK_RECEIVED (15:11:06.452) -> SETTLEMENT_CREATED (18:02:22.323) -> SETTLEMENT_COMPLETED (21:57:23.772)
TX_42_3878_7883,ORDER_CREATED (14:20:00.000) -> PAYMENT_ATTEMPTED (14:20:01.635) -> AUTHORIZATION_SUCCESS (14:20:04.298) -> CAPTURE_SUCCESS (14:20:04.801) -> WEBHOOK_RECEIVED (14:20:06.459) -> SETTLEMENT_CREATED (19:55:26.603) -> SETTLEMENT_COMPLETED (21:46:48.074)
TX_42_3879_6660,ORDER_CREATED (02:24:00.000) -> PAYMENT_ATTEMPTED (02:24:01.372) -> AUTHORIZATION_SUCCESS (02:24:04.350) -> CAPTURE_SUCCESS (02:24:04.771) -> WEBHOOK_RECEIVED (02:24:07.281) -> SETTLEMENT_CREATED (08:01:08.784) -> SETTLEMENT_COMPLETED (09:16:00.212)
TX_42_387_5107,ORDER_CREATED (19:50:00.000) -> PAYMENT_ATTEMPTED (19:50:00.598) -> AUTHORIZATION_FAILED (19:50:10.225) -> PAYMENT_RETRIED (19:51:55.547) -> PAYMENT_FAILED (19:51:57.422) -> WEBHOOK_RECEIVED (19:51:58.530)
TX_42_3880_9083,ORDER_CREATED (02:38:00.000) -> PAYMENT_ATTEMPTED (02:38:02.411) -> AUTHORIZATION_SUCCESS (02:38:03.780) -> CAPTURE_SUCCESS (02:38:04.418) -> WEBHOOK_RECEIVED (02:38:06.887) -> SETTLEMENT_CREATED (06:58:02.877) -> SETTLEMENT_COMPLETED (10:12:23.469)
TX_42_3881_2830,ORDER_CREATED (15:48:00.000) -> PAYMENT_ATTEMPTED (15:48:02.303) -> AUTHORIZATION_SUCCESS (15:48:06.979) -> CAPTURE_SUCCESS (15:48:07.888) -> WEBHOOK_RECEIVED (15:48:10.639) -> SETTLEMENT_CREATED (15:25:38.127) -> SETTLEMENT_COMPLETED (16:46:18.997)
TX_42_3883_6808,ORDER_CREATED (19:16:00.000) -> PAYMENT_ATTEMPTED (19:16:01.600) -> AUTHORIZATION_FAILED (19:16:11.251) -> PAYMENT_RETRIED (19:17:53.593) -> AUTHORIZATION_SUCCESS (19:17:57.513) -> CAPTURE_SUCCESS (19:17:57.655) -> WEBHOOK_RECEIVED (19:18:11.177) -> SETTLEMENT_CREATED (08:47:43.971) -> SETTLEMENT_COMPLETED (12:32:32.827)
TX_42_3885_3624,ORDER_CREATED (23:21:00.000) -> PAYMENT_ATTEMPTED (23:21:02.296) -> AUTHORIZATION_FAILED (23:21:06.309) -> PAYMENT_RETRIED (23:25:34.167) -> AUTHORIZATION_SUCCESS (23:25:38.558) -> CAPTURE_SUCCESS (23:25:38.690) -> WEBHOOK_RECEIVED (23:25:39.954) -> SETTLEMENT_CREATED (07:22:22.738) -> SETTLEMENT_COMPLETED (10:32:49.836)
TX_42_3886_9207,ORDER_CREATED (17:33:00.000) -> PAYMENT_ATTEMPTED (17:33:01.287) -> AUTHORIZATION_SUCCESS (17:33:04.878) -> CAPTURE_SUCCESS (17:33:05.851) -> WEBHOOK_RECEIVED (17:33:06.912) -> SETTLEMENT_CREATED (21:11:55.814) -> SETTLEMENT_COMPLETED (00:32:33.396)
TX_42_3887_8814,ORDER_CREATED (06:55:00.000) -> PAYMENT_ATTEMPTED (06:55:02.029) -> AUTHORIZATION_SUCCESS (06:55:05.473) -> CAPTURE_SUCCESS (06:55:05.616) -> WEBHOOK_RECEIVED (06:55:07.773) -> SETTLEMENT_CREATED (05:25:55.023) -> SETTLEMENT_COMPLETED (08:59:10.727)
TX_42_3888_5827,ORDER_CREATED (20:02:00.000) -> PAYMENT_ATTEMPTED (20:02:02.423) -> AUTHORIZATION_FAILED (20:02:07.801) -> PAYMENT_RETRIED (20:03:50.670) -> AUTHORIZATION_SUCCESS (20:03:53.475) -> CAPTURE_SUCCESS (20:03:54.250) -> WEBHOOK_RECEIVED (20:03:56.335) -> SETTLEMENT_CREATED (04:58:58.117) -> SETTLEMENT_COMPLETED (06:24:23.695)
TX_42_3889_9041,ORDER_CREATED (18:05:00.000) -> PAYMENT_ATTEMPTED (18:05:01.741) -> AUTHORIZATION_FAILED (18:05:08.068) -> PAYMENT_RETRIED (18:07:04.914) -> AUTHORIZATION_SUCCESS (18:07:08.765) -> CAPTURE_SUCCESS (18:07:09.561) -> WEBHOOK_RECEIVED (18:07:12.216) -> SETTLEMENT_CREATED (23:07:51.990) -> SETTLEMENT_COMPLETED (02:15:52.273)
TX_42_388_8196,ORDER_CREATED (01:54:00.000) -> PAYMENT_ATTEMPTED (01:54:02.179) -> AUTHORIZATION_FAILED (01:54:07.325) -> PAYMENT_RETRIED (01:59:04.210) -> PAYMENT_FAILED (01:59:05.523) -> WEBHOOK_RECEIVED (01:59:08.357)
TX_42_3890_1314,ORDER_CREATED (22:42:00.000) -> PAYMENT_ATTEMPTED (22:42:02.266) -> AUTHORIZATION_SUCCESS (22:42:04.285) -> CAPTURE_SUCCESS (22:42:04.937) -> WEBHOOK_RECEIVED (22:42:05.899) -> SETTLEMENT_CREATED (23:38:33.231) -> SETTLEMENT_COMPLETED (01:26:44.744)
TX_42_3891_8971,ORDER_CREATED (06:12:00.000) -> PAYMENT_ATTEMPTED (06:12:02.497) -> AUTHORIZATION_SUCCESS (06:12:05.485) -> CAPTURE_SUCCESS (06:12:05.610) -> WEBHOOK_RECEIVED (06:12:07.419) -> SETTLEMENT_CREATED (17:25:03.123) -> SETTLEMENT_COMPLETED (21:22:37.617)
TX_42_3893_5572,ORDER_CREATED (05:18:00.000) -> PAYMENT_ATTEMPTED (05:18:02.272) -> AUTHORIZATION_SUCCESS (05:18:06.333) -> CAPTURE_SUCCESS (05:18:07.225) -> WEBHOOK_RECEIVED (05:18:09.799) -> SETTLEMENT_CREATED (17:02:00.973) -> SETTLEMENT_COMPLETED (19:22:58.429)
TX_42_3894_2908,ORDER_CREATED (22:03:00.000) -> PAYMENT_ATTEMPTED (22:03:00.757) -> AUTHORIZATION_SUCCESS (22:03:02.412) -> CAPTURE_SUCCESS (22:03:02.715) -> WEBHOOK_RECEIVED (22:03:03.663) -> SETTLEMENT_CREATED (09:10:44.008) -> SETTLEMENT_COMPLETED (12:08:41.590)
TX_42_3895_6590,ORDER_CREATED (15:07:00.000) -> PAYMENT_ATTEMPTED (15:07:02.586) -> AUTHORIZATION_SUCCESS (15:07:06.530) -> CAPTURE_SUCCESS (15:07:07.413) -> WEBHOOK_RECEIVED (15:07:08.093) -> SETTLEMENT_CREATED (18:04:38.993) -> SETTLEMENT_COMPLETED (20:58:43.860)
TX_42_3896_2740,ORDER_CREATED (02:55:00.000) -> PAYMENT_ATTEMPTED (02:55:01.178) -> AUTHORIZATION_FAILED (02:55:10.877) -> PAYMENT_RETRIED (02:55:42.165) -> AUTHORIZATION_SUCCESS (02:55:43.376) -> CAPTURE_SUCCESS (02:55:43.927) -> WEBHOOK_RECEIVED (02:55:46.823) -> SETTLEMENT_CREATED (05:35:20.654) -> SETTLEMENT_COMPLETED (09:04:08.867)
TX_42_3897_7173,ORDER_CREATED (22:27:00.000) -> PAYMENT_ATTEMPTED (22:27:00.693) -> AUTHORIZATION_SUCCESS (22:27:03.405) -> CAPTURE_SUCCESS (22:27:03.680) -> WEBHOOK_RECEIVED (22:27:05.068) -> SETTLEMENT_CREATED (19:11:59.402) -> SETTLEMENT_COMPLETED (21:03:13.325)
TX_42_3898_7588,ORDER_CREATED (02:59:00.000) -> PAYMENT_ATTEMPTED (02:59:02.987) -> AUTHORIZATION_SUCCESS (02:59:06.945) -> CAPTURE_SUCCESS (02:59:07.182) -> WEBHOOK_RECEIVED (02:59:08.348) -> SETTLEMENT_CREATED (18:35:35.832) -> SETTLEMENT_COMPLETED (20:55:29.663)
TX_42_389_1492,ORDER_CREATED (18:17:00.000) -> PAYMENT_ATTEMPTED (18:17:02.176) -> AUTHORIZATION_SUCCESS (18:17:03.453) -> CAPTURE_SUCCESS (18:17:03.743) -> WEBHOOK_RECEIVED (18:17:04.968) -> SETTLEMENT_CREATED (01:56:07.606) -> SETTLEMENT_COMPLETED (03:04:03.802)
TX_42_38_4866,ORDER_CREATED (01:23:00.000) -> PAYMENT_ATTEMPTED (01:23:01.885) -> AUTHORIZATION_FAILED (01:23:10.223) -> PAYMENT_RETRIED (01:27:58.360) -> AUTHORIZATION_SUCCESS (01:28:01.418) -> CAPTURE_SUCCESS (01:28:01.594) -> WEBHOOK_RECEIVED (01:28:03.466) -> SETTLEMENT_CREATED (06:36:36.443) -> SETTLEMENT_COMPLETED (08:46:34.687)
TX_42_3900_1601,ORDER_CREATED (10:48:00.000) -> PAYMENT_ATTEMPTED (10:48:02.233) -> AUTHORIZATION_SUCCESS (10:48:03.527) -> CAPTURE_SUCCESS (10:48:04.158) -> WEBHOOK_RECEIVED (10:48:06.541) -> SETTLEMENT_CREATED (11:22:04.695) -> SETTLEMENT_COMPLETED (13:00:04.790)
TX_42_3901_8478,ORDER_CREATED (18:12:00.000) -> PAYMENT_ATTEMPTED (18:12:01.512) -> AUTHORIZATION_SUCCESS (18:12:02.965) -> CAPTURE_SUCCESS (18:12:03.275) -> WEBHOOK_RECEIVED (18:12:05.085) -> SETTLEMENT_CREATED (17:51:15.644) -> SETTLEMENT_COMPLETED (21:00:54.564)
TX_42_3903_9824,ORDER_CREATED (09:12:00.000) -> PAYMENT_ATTEMPTED (09:12:01.671) -> AUTHORIZATION_SUCCESS (09:12:05.106) -> CAPTURE_SUCCESS (09:12:05.450) -> WEBHOOK_RECEIVED (09:12:06.298) -> SETTLEMENT_CREATED (13:45:17.682) -> SETTLEMENT_COMPLETED (15:41:58.207)
TX_42_3904_6587,ORDER_CREATED (18:42:00.000) -> PAYMENT_ATTEMPTED (18:42:01.802) -> AUTHORIZATION_SUCCESS (18:42:05.752) -> CAPTURE_SUCCESS (18:42:06.425) -> WEBHOOK_RECEIVED (18:42:09.013) -> SETTLEMENT_CREATED (01:05:53.034) -> SETTLEMENT_COMPLETED (03:10:38.237)
TX_42_3905_1228,ORDER_CREATED (14:07:00.000) -> PAYMENT_ATTEMPTED (14:07:02.787) -> AUTHORIZATION_SUCCESS (14:07:05.523) -> CAPTURE_SUCCESS (14:07:06.412) -> WEBHOOK_RECEIVED (14:07:07.972) -> SETTLEMENT_CREATED (22:26:09.467) -> SETTLEMENT_COMPLETED (00:29:01.283)
TX_42_3906_2177,ORDER_CREATED (05:40:00.000) -> PAYMENT_ATTEMPTED (05:40:01.419) -> AUTHORIZATION_SUCCESS (05:40:05.523) -> CAPTURE_SUCCESS (05:40:06.043) -> WEBHOOK_RECEIVED (05:40:07.224) -> SETTLEMENT_CREATED (19:17:10.347) -> SETTLEMENT_COMPLETED (21:07:16.233)
TX_42_3907_2613,ORDER_CREATED (03:57:00.000) -> PAYMENT_ATTEMPTED (03:57:02.309) -> AUTHORIZATION_SUCCESS (03:57:03.897) -> CAPTURE_SUCCESS (03:57:04.308) -> WEBHOOK_RECEIVED (03:57:07.295) -> SETTLEMENT_CREATED (12:35:50.977) -> SETTLEMENT_COMPLETED (14:46:15.450)
TX_42_3909_9756,ORDER_CREATED (11:24:00.000) -> PAYMENT_ATTEMPTED (11:24:01.788) -> AUTHORIZATION_SUCCESS (11:24:03.939) -> CAPTURE_SUCCESS (11:24:04.051) -> WEBHOOK_RECEIVED (11:24:05.794) -> SETTLEMENT_CREATED (00:31:06.278) -> SETTLEMENT_COMPLETED (02:19:02.376)
TX_42_390_8556,ORDER_CREATED (13:32:00.000) -> PAYMENT_ATTEMPTED (13:32:02.333) -> AUTHORIZATION_SUCCESS (13:32:06.640) -> CAPTURE_SUCCESS (13:32:06.836) -> WEBHOOK_RECEIVED (13:32:08.598) -> SETTLEMENT_CREATED (17:42:11.171) -> SETTLEMENT_COMPLETED (21:12:05.185)
TX_42_3910_8447,ORDER_CREATED (05:32:00.000) -> PAYMENT_ATTEMPTED (05:32:01.477) -> AUTHORIZATION_SUCCESS (05:32:02.978) -> CAPTURE_SUCCESS (05:32:03.080) -> WEBHOOK_RECEIVED (05:32:03.901) -> SETTLEMENT_CREATED (16:05:25.822) -> SETTLEMENT_COMPLETED (17:56:46.857)
TX_42_3912_7728,ORDER_CREATED (20:18:00.000) -> PAYMENT_ATTEMPTED (20:18:01.409) -> AUTHORIZATION_SUCCESS (20:18:05.868) -> CAPTURE_SUCCESS (20:18:06.256) -> WEBHOOK_RECEIVED (20:18:07.706) -> SETTLEMENT_CREATED (05:55:38.013) -> SETTLEMENT_COMPLETED (08:54:18.049)
TX_42_3913_7210,ORDER_CREATED (10:58:00.000) -> PAYMENT_ATTEMPTED (10:58:01.117) -> AUTHORIZATION_SUCCESS (10:58:02.693) -> CAPTURE_SUCCESS (10:58:03.045) -> WEBHOOK_RECEIVED (10:58:04.591) -> SETTLEMENT_CREATED (22:34:02.982) -> SETTLEMENT_COMPLETED (00:43:20.373)
TX_42_3914_4296,ORDER_CREATED (15:01:00.000) -> PAYMENT_ATTEMPTED (15:01:01.151) -> AUTHORIZATION_SUCCESS (15:01:05.935) -> CAPTURE_SUCCESS (15:01:06.883) -> WEBHOOK_RECEIVED (15:01:07.574) -> SETTLEMENT_CREATED (22:01:56.993) -> SETTLEMENT_COMPLETED (01:02:37.579)
TX_42_3915_3307,ORDER_CREATED (08:12:00.000) -> PAYMENT_ATTEMPTED (08:12:01.473) -> AUTHORIZATION_SUCCESS (08:12:06.242) -> CAPTURE_SUCCESS (08:12:06.932) -> WEBHOOK_RECEIVED (08:12:07.758) -> SETTLEMENT_CREATED (15:58:27.349) -> SETTLEMENT_COMPLETED (17:00:09.967)
TX_42_3916_9111,ORDER_CREATED (10:27:00.000) -> PAYMENT_ATTEMPTED (10:27:00.577) -> AUTHORIZATION_SUCCESS (10:27:05.021) -> CAPTURE_SUCCESS (10:27:05.554) -> WEBHOOK_RECEIVED (10:27:07.666) -> SETTLEMENT_CREATED (00:40:03.907) -> SETTLEMENT_COMPLETED (03:17:19.099)
TX_42_3917_1872,ORDER_CREATED (15:47:00.000) -> PAYMENT_ATTEMPTED (15:47:02.760) -> AUTHORIZATION_SUCCESS (15:47:07.034) -> CAPTURE_SUCCESS (15:47:07.261) -> WEBHOOK_RECEIVED (15:47:08.419) -> SETTLEMENT_CREATED (13:23:55.950) -> SETTLEMENT_COMPLETED (15:04:42.632)
TX_42_3918_4784,ORDER_CREATED (14:32:00.000) -> PAYMENT_ATTEMPTED (14:32:02.980) -> AUTHORIZATION_SUCCESS (14:32:05.416) -> CAPTURE_SUCCESS (14:32:06.338) -> WEBHOOK_RECEIVED (14:32:08.390) -> SETTLEMENT_CREATED (14:25:51.765) -> SETTLEMENT_COMPLETED (16:45:15.420)
TX_42_3919_4339,ORDER_CREATED (03:14:00.000) -> PAYMENT_ATTEMPTED (03:14:01.556) -> AUTHORIZATION_SUCCESS (03:14:05.246) -> CAPTURE_SUCCESS (03:14:05.769) -> WEBHOOK_RECEIVED (03:14:07.693) -> SETTLEMENT_CREATED (04:42:07.827) -> SETTLEMENT_COMPLETED (07:56:24.927)
TX_42_3921_7788,ORDER_CREATED (22:33:00.000) -> PAYMENT_ATTEMPTED (22:33:02.985) -> AUTHORIZATION_SUCCESS (22:33:05.240) -> CAPTURE_SUCCESS (22:33:06.069) -> WEBHOOK_RECEIVED (22:33:07.330) -> SETTLEMENT_CREATED (19:20:33.080) -> SETTLEMENT_COMPLETED (21:17:41.026)
TX_42_3923_3927,ORDER_CREATED (04:08:00.000) -> PAYMENT_ATTEMPTED (04:08:01.241) -> AUTHORIZATION_SUCCESS (04:08:02.839) -> CAPTURE_SUCCESS (04:08:03.372) -> WEBHOOK_RECEIVED (04:08:04.102) -> SETTLEMENT_CREATED (04:57:03.623) -> SETTLEMENT_COMPLETED (06:43:45.123)
TX_42_3924_4083,ORDER_CREATED (18:23:00.000) -> PAYMENT_ATTEMPTED (18:23:02.798) -> AUTHORIZATION_SUCCESS (18:23:05.561) -> CAPTURE_SUCCESS (18:23:06.527) -> WEBHOOK_RECEIVED (18:23:08.286) -> SETTLEMENT_CREATED (18:43:52.187) -> SETTLEMENT_COMPLETED (21:44:10.757)
TX_42_3925_4520,ORDER_CREATED (10:20:00.000) -> PAYMENT_ATTEMPTED (10:20:02.190) -> AUTHORIZATION_SUCCESS (10:20:05.346) -> CAPTURE_SUCCESS (10:20:05.603) -> WEBHOOK_RECEIVED (10:20:06.718) -> SETTLEMENT_CREATED (18:16:41.243) -> SETTLEMENT_COMPLETED (19:44:43.145)
TX_42_3926_7518,ORDER_CREATED (12:27:00.000) -> PAYMENT_ATTEMPTED (12:27:02.920) -> AUTHORIZATION_SUCCESS (12:27:05.252) -> CAPTURE_SUCCESS (12:27:05.554) -> WEBHOOK_RECEIVED (12:27:07.496) -> SETTLEMENT_CREATED (22:32:28.284) -> SETTLEMENT_COMPLETED (01:35:09.830)
